Filename,Document Name,Most Favored Nation,Most Favored Nation-Answer,Competitive Restriction Exception,Competitive Restriction Exception-Answer,Non-Compete,Non-Compete-Answer,Exclusivity,Exclusivity-Answer,No-Solicit Of Customers,No-Solicit Of Customers-Answer,No-Solicit Of Employees,No-Solicit Of Employees-Answer,Non-Disparagement,Non-Disparagement-Answer,Rofr/Rofo/Rofn,Rofr/Rofo/Rofn-Answer
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,['DISTRIBUTOR AGREEMENT'],"[""NTC agrees that the Product Prices, benefits and allowances offered to ALFA AESAR shall not be less favorable than those offered on Products provided to agents, distributors or marketed directly by NTC to any customers, other than the Product Prices existing as of the date of this Agreement with NTC's commercial partners.""]",Yes,[],No,[],No,"['NTC hereby grants to ALFA AESAR, and its subsidiaries and affiliates, the exclusive right to market, sell and distribute Research Quantities of the Products within the Territory, ALFA AESAR hereby accepts such right and agrees to use its reasonable efforts to promote the marketing, sale and distribution of Research Quantities of the Products throughout the Territory in accordance with the terms and conditions of this Agreement using normal and standard practices.', ""ALFA AESAR agrees that, so long as NTC provides ALFA AESAR with Products for ALFA AESAR' S marketing, sale and distribution of Research Quantities of the Products within the Territory, ALFA AESAR shall purchase all its requirements of the Products (including nanomaterials with physical or chemical properties substantially the same as the Products) exclusively from NTC during the term of this Agreement, ALFA AESAR shall:   i) buy the Products in quantities listed in Schedule A and repackage into the research sample quantities as it deems reasonable and appropriate for distribution and sale on a worldwide basis at such resale prices it shall determine from time to time, provided that any such repackaging shall comply with applicable safety laws and regulations;   ii) attempt to keep reasonably sufficient stocks of the Products to meet customer orders and to store such stocks in such conditions as NTC may recommend from time to time to prevent deterioration or damage."", 'ALFA AESAR agrees not to manufacture, buy, sell, distribute, deal in or be the agent for any products with the specifications of any of the Products, excluding any preexisting ALFA AESAR products.']",Yes,[],No,[],No,[],No,[],No
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.PDF",['DISTRIBUTOR AGREEMENT'],[],No,"['Upon the effective date of this agreement COMWARE shall have the exclusive right to purchase, at the DISCOUNTS described below, and resell Products to potential customers during the Initial Distribution Period, based on the following terms and conditions:\n\n(a)    COMWARE must purchase no less than $22,710.00 worth of Products, in any        combination,  by April 15, 2000.  This initial order shall be evidenced        by valid  purchase  order from  COMWARE to be  received by ITS no later        than 5:00PM April 1, 2000,  with payment to be received by ITS no later        than April 15,  2000.  In the event  either of these dates are not met,        this Agreement will automatically and immediately terminate and neither        of the parties  hereto will have any  further  obligations,  one to the        other.\n\n(b)    Future  Purchase  Orders  and  delivery  will  approximate  the  15 day        delivery schedule (but not the dates), although payment will be made by        COMWARE to ITS no later than thirty (30) days after  receipt of invoice        from ITS.\n\n(c)    Provided  COMWARE  purchases  the  initial  products  as in (a)  above,        COMWARE  shall have the right to purchase  additional  Products up to a        total of $45,420.00 at the following discounts:\n\n                                       1\n\n     INITIAL DISCOUNTS:\n\n         PRODUCT IDENTIFICATION     SUGGESTED RETAIL PRICE       DISCOUNT        PRICE TO COMWARE -------------------------------------------------------------------------------------------------                                                                                          CircuiTest 2000S           $5,995.00                       45%                 $3,297.25          CircuiTest 2100 Scanner    $2,995.00                       56%                 $1,317.80\n\n        (INTERNATIONAL TEST SYSTEMS RESERVES THE RIGHT TO CHANGE THE RETAIL         PRICE AT ANY TIME, WITH NOTICE TO COMWARE.)\n\n(d)      In the event COMWARE purchases  products in excess of $45,420.00 during          the  Initial  Distribution  Period, COMWARE  shall  have  the  right to          purchase additional Products at the following discounts:\n\n     SUBSEQUENT DISCOUNTS:\n\n         PRODUCT IDENTIFICATION     SUGGESTED RETAIL PRICE       DISCOUNT        PRICE TO COMWARE -------------------------------------------------------------------------------------------------                                                                                          CircuiTest 2000S           $5,995.00                       50%                 $2,997.50          CircuiTest 2100 Scanner    $2,995.00                       60%                 $1,198.00\n\n        (INTERNATIONAL TEST SYSTEMS RESERVES THE RIGHT TO CHANGE THE RETAIL         PRICE AT ANY TIME, WITH NOTICE TO COMWARE.)']",Yes,[],No,"['Upon the effective date of this agreement COMWARE shall have the exclusive right to purchase, at the DISCOUNTS described below, and resell Products to potential customers during the Initial Distribution Period,']",Yes,[],No,[],No,[],No,[],No
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",['DISTRIBUTOR AGREEMENT'],[],No,[],No,[],No,[],No,[],No,[],No,[],No,[],No
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,['Transportation Agreement'],[],No,[],No,[],No,[],No,[],No,[],No,[],No,[],No
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,['TRANSPORTATION CONTRACT'],[],No,[],No,[],No,[],No,[],No,[],No,[],No,[],No
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,['MARINE TRANSPORTATION AGREEMENT'],[],No,[],No,[],No,"['During the Term, Charterer agrees that Owner will be the sole and exclusive provider of marine transportation services for #2 fuel oil and high sulfur diesel owned by Charterer or owned by others and in transit for sale to Charterer so long as Owner has the required equipment available.']",Yes,[],No,[],No,[],No,[],No
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF,['ENDORSEMENT AGREEMENT'],[],No,"[""The parties expressly  agree that CONSULTANT may  permit [*****] the use of CONSULTANT'S  name and/or likeness in [*****] print and/or television advertisement provided that this is executed in a manner consistent with [*****] past  [*****] advertising practice using similarly situated professional golfers  with competing golf club endorsement agreements that include [*****]."", 'Notwithstanding paragraphs 4A, 4B and 4C above, CONSULTANT shall be entitled to endorse and play the [*****].', '(It is expressly understood by the parties that CONSULTANT may play [* ****] clubs in the bag other than ADAMS GOLF clubs including, but not limited to, a putter by a manufacturer other than ADAMS GOLF but may not endorse those clubs and/or putter.)', 'Notwithstanding  paragraphs 4A, 4B and 4C above, CONSULTANT  shall not be required to wear ADAMS  GOLF [*****] in [*****] ads.']",Yes,"[""When endorsing a non-competitive product, under no circumstances shall CONSULTANT wear, play, use, hold or in any way be associated with an ADAMS GOLF competitor's Product.""]",Yes,"[""CONSULTANT hereby gives and grants to ADAMS GOLF the exclusive right and license to use CONSULTANT'S ENDORSEMENT in connection with the manufacture, sale, distribution, advertising and promotion of PRODUCT in the CONTRACT TERRITORY."", ""During the term of this Agreement, unless otherwise authorized at the sole discretion of ADAMS GOLF in writing, CONSULTANT shall not:   A.give the right to use or permit the use of CONSULTANT'S name, facsimile signature, nickname, voice or likeness to any other manufacturer or seller of PRODUCT;\n\nB.sponsor or endorse PRODUCT made or sold by any other manufacturer or seller; or\n\nC.serve as a CONSULTANT or advisor of any other manufacturer or seller of PRODUCT."", 'During the term of this Agreement, CONSULTANT shall exclusively play/use the MANDATORY PRODUCT.']",Yes,[],No,[],No,[],No,[],No
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,['Endorsement Agreement'],[],No,"[""Nothing in this Agreement shall be construed to prevent KI, Inc. from granting any other licenses for the use of KI's name or likeness, or from utilizing KI's name and likeness in any manner whatsoever, except that KI, Inc. agrees that except as provided herein it will grant no other licenses for the territory to which this license extends for the use of KI's name and likeness in connection with the sale of the products described in subparagraphs 2.(a)(1) and (2) of this Agreement effective during the term of this Agreement."", 'The license hereby granted shall be exclusive as to the products described in subparagraphs 2.(a)(1) and (2) of this Agreement, but nonexclusive as to all other products covered by this Agreement.']",Yes,[],No,"[""Nothing in this Agreement shall be construed to prevent KI, Inc. from granting any other licenses for the use of KI's name or likeness, or from utilizing KI's name and likeness in any manner whatsoever, except that KI, Inc. agrees that except as provided herein it will grant no other licenses for the territory to which this license extends for the use of KI's name and likeness in connection with the sale of the products described in subparagraphs 2.(a)(1) and (2) of this Agreement effective during the term of this Agreement."", 'The license hereby granted shall be exclusive as to the products described in subparagraphs 2.(a)(1) and (2) of this Agreement, but nonexclusive as to all other products covered by this Agreement.']",Yes,[],No,[],No,[],No,[],No
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.PDF,['ENDORSEMENT AGREEMENT'],[],No,[],No,[],No,[],No,[],No,[],No,[],No,[],No
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.PDF",['ENDORSEMENT AGREEMENT'],[],No,[],No,[],No,[],No,[],No,[],No,[],No,[],No
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.PDF,['ENDORSEMENT AGREEMENT'],[],No,[],No,[],No,[],No,[],No,[],No,[],No,[],No
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.PDF,['ENDORSEMENT AGREEMENT'],[],No,[],No,[],No,['Licensor agrees not to grant the right to use the Duval Identification to anyone other than Company in connection with the advertisement and promotion of Products.'],Yes,[],No,[],No,[],No,[],No
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.PDF,['ENDORSEMENT AGREEMENT'],[],No,[],No,[],No,"['As described in Section 1(b) above, the Professional          has granted the company an exclusive worldwide right and license          to use his name, autograph, likeness, photographs, electronic media          depiction, signature and any other words, symbols or depiction\'s          (hereinafter the ""Professional\'s Image"") which will identify the          Professional to the public in connection with the advertising,           promotion, publicizing, sale and distribution of Haley apparel.', ""The Professional agrees that, with respect to men's apparel,          he will exclusively endorse and use exclusively in play, practice,           exhibits, clinics and other events open to the media or public, Haley           brand apparel which shall consist of shirts, vests, jackets, sweaters,          pants and shorts (if permitted by applicable rules)."", ""The Professional grants to the Company the exclusive worldwide          right and license to use his name, autograph, likeness, photographs,          electronic media depiction, signature and any other words, symbols or          depiction's which would identify the Professional to the public in           connection with the advertising, promotion, publicizing, sale and           distribution of Haley apparel by the Company.""]",Yes,[],No,[],No,[],No,[],No
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.PDF,['Endorsement Agreement'],[],No,[],No,[],No,"['Subject to the terms and conditions set forth herein, Consolidated Artists grants to TPC the exclusive right and license, within the Contract Territory and during the Contract Period, to use the Ogle Endorsement in connection with the manufacture, distribution, advertisement, promotion and sale of the Endorsed Product.']",Yes,[],No,[],No,[],No,[],No
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF,['ENDORSEMENT AGREEMENT'],"[""If, at any time during the Contract Period, Company shall enter into any agreement (the terms of what are significantly the same as the terms hereof) in connection with the production and sale of Company's products using the name, likeness, photographic representation or signature of any other National Football League quarterback (active or retired), which agreement provides for the payment to such individual of remuneration in excess of that set forth herein, then Company agrees it will immediately so notify Pey Dirt<omitted>and, at the same time, shall, retroactive to the effective date of such other agreement, increase the rate of remuneration paid to Pey Dirt hereunder up to the highest then-current rate paid by Company to any such National Football League quarterback (active or retired) for a regional endorsement deal.""]",Yes,[],No,[],No,"['Pey Dirt expressly agrees that the right to use Manning Identification will not be granted to anyone other than Company for use within the Contract Territory during the Contract Period in connection with the advertisement, promotion and sale of Products.', 'Pey Dirt grants to Company the exclusive right and license to use Manning Identification within the Contract Territory during the Contract Period in connection with the advertisement and promotion by Company of Products in television, radio, print and point of purchase.']",Yes,[],No,[],No,[],No,[],No
"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF","['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",[],No,[],No,"['In addition, in the event that Array terminates this Agreement for Ono\'s breach pursuant to Section 13.3 during the [ * ], or Ono exercises its right to terminate this Agreement ""at will"" pursuant to Section 13.2 during the Initial Royalty Term, then neither Ono nor its Affiliates shall Commercialize a Competing Product or grant the right to a licensee or distributor to Commercialize a Competing Product in the Ono Territory prior to the [ * ] anniversary of the date such termination takes effect. If during the [ * ], Array Commercializes a Competing Product in the Ono Territory, the royalty payment period shall terminate and Ono may continue to Commercialize the Product.', ""Neither Party shall conduct Clinical Studies in the other Party's Territory without the prior written approval of the other Party, except that Array shall be entitled to conduct Declined Clinical Studies utilizing sites within the Ono Territory without obtaining Ono's consent (but prior notification is required), subject to the following:<omitted>Array shall not conduct Clinical Studies for a Product in the Ono Territory with respect to an Indication for which such Product has received Marketing Approval in the Ono Territory if Ono reasonably believes that the conduct of such Clinical Studies is likely to materially adversely affect the commercial value of such Product."", 'If Ono Commercializes a Competing Product in the Ono Territory during [ * ], Array may immediately terminate this Agreement.']",Yes,"['Array shall own rights to, and shall be responsible, at its own expense, for registering and maintaining, the Internet domain names listed on Exhibit 12.6 (each of the foregoing, a ""Domain Name"") and agrees to grant, and hereby grants to Ono a royalty-free, fully paid-up exclusive license to use those particular Domain Names which Ono elects to use (and actually uses) in connection with Ono\'s commercialization of the Product in the Ono Territory in accordance with this Agreement.', 'From and after the expiration of this Agreement, Ono shall have the exclusive, fully paid up, royalty- free right to use (i) Product Trademarks assigned to Ono under Section 12.2, and (ii) those Domain Names licensed to Ono under Section 12.6, in each case solely for purposes of, and to the extent necessary, for Ono to continue to Commercialize the Products in the Field in the Ono Territory.', 'Prior to the [ * ], neither Ono or its Affiliates, nor Array or its Controlled Affiliates, shall Commercialize in the Ono Territory: (i) a product that includes, as an active pharmaceutical ingredient, an agent that is a [ * ] (other than Binimetinib), or (ii) a product that includes, as an active pharmaceutical ingredient, an agent that is a [ * ] (other than Encorafenib), or grant the right to a licensee or distributor to Commercialize in the Ono Territory any of the above described products (each a ""Competing Product""). I', ""Subject to the terms and conditions of this Agreement, Array hereby grants to Ono an exclusive license, with the right to grant sublicenses and appoint distributors as provided in Section 2.2, under the Array Patents, Array Know-How and Array's interests in the Joint Patents and Joint Know-How to Commercialize the Products in the Field in the Ono Territory."", ""Subject to the terms and conditions of this Agreement, including without limitation Array's retained rights under Section 2.1(e) below, Array hereby grants to Ono an exclusive license, with the right to grant sublicenses as provided in Section 2.2, under the Array Patents, Array Know-How and Array's interests in the Joint Patents and Joint Know- How to Develop the Products in accordance with the Development Plan and Joint Development Plan(s) in the Ono Territory solely for purposes of obtaining Marketing Approval for use of the Product in the Field in the Ono Territory.""]",Yes,[],No,[],No,[],No,[],No
Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF,['Collaborative Development and Commercialization Agreement'],[],No,[],No,[],No,"['During the Term, and without limiting Section 4.2, Achaogen hereby grants to Microgenics a royalty-free, exclusive, worldwide license to use the Achaogen<omitted>Know-How, Achaogen Patents, and Achaogen Materials to research, develop, manufacture, use, market and sell the Assay in the Territory. [***].']",Yes,[],No,[],No,[],No,"['In the event that the Responsible Party elects to abandon any applicable Patent, the Responsible Party shall notify the Review Party in writing (such notice, an ""Abandonment Notice"") at least  [***]  ([***]) days prior to any filing or payment due date or any other due date that requires action to prevent loss of rights, and in the event that the Review Party provides the Responsible Party with written notice within  [***] ([***]) days of receipt of the applicable Abandonment Notice, the Review Party shall thereafter have the right, [***], to conduct such filing, prosecution and maintenance for the applicable Patent.']",Yes
WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT.PDF,['DEVELOPMENT AGREEMENT'],[],No,[],No,[],No,[],No,[],No,[],No,[],No,[],No
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT.PDF,"['DEVELOPMENT AGREEMENT (""']",[],No,[],No,[],No,[],No,[],No,[],No,[],No,"['BP shall then have an optional prior right, for a period of fifteen (15) days after receipt of such written notice, to purchase for the stated consideration on the same terms and conditions the interest which Company proposes to sell.']",Yes
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.PDF,['FRANCHISE AGREEMENT'],[],No,"['AIRSOPURE covenants and agrees that the restrictions set forth above in Paragraphs 16.02.C and 16.03 shall not apply to ownership by You of less than a 5% beneficial interest in the outstanding equity securities of any publicly traded corporation, provided that You are not an employee, consultant or director of such corporation.']",Yes,"['You covenant and agree that during the term of this Agreement, and subject to the post-termination provisions contained herein, You shall not, except as otherwise approved in writing by AIRSOPURE, either directly or indirectly:\n\nA. Divert or attempt to divert any business or customer of the Franchise to any competitor, or competing business, by direct or indirect inducement or otherwise, or do or perform, directly or indirectly, any other act injurious or prejudicial to AIRSOPURE or the goodwill associated with the Licensed Marks and Products.<omitted>C. Own, maintain, engage in, be employed by, advise, consult, assist, invest in or have any interest whatsoever in any business or entity which competes with or offers products or services which are the same or similar to those of AIRSOPURE or the Franchise.', 'You covenant and agree that You (or any shareholder if Your Franchise is a corporation) shall not, for a period of two years following termination of this Agreement for any reason, either directly or indirectly own, maintain, engage in, be employed by, advise, consult, assist, invest in or have any interest whatsoever in any business or entity which competes with or offers products or services which are the same or similar to those of AIRSOPURE or the Franchise within a radius of 25 miles of Your Exclusive Territory.']",Yes,"['You have been granted an exclusive trade area by this Agreement.', 'You shall not purposely solicit sales and service to customers located outside Your Exclusive Territory, provided such activity in not within an assigned Exclusive Territory.', 'AIRSOPURE grants to You, and You accept from AIRSOPURE, the right and license to operate an AIRSOPURE Center (or the ""Franchise"") for the sale or lease of AIRSOPURE\'s exclusive line of Products or at a location in the Exclusive Territory to be approved in writing by AIRSOPURE and listed in attached Exhibit A (the ""Exclusive Territory and Center Location""), to purchase Products from AIRSOPURE or its affiliates for resale at the Center to customers in the Exclusive Territory, and to use the Licensed Marks only in connection with the operation of the Franchise in accordance with the terms and conditions of this Agreement.', 'The Parties recognize the importance of fully developing the market for Products in the Exclusive Territory, and a substantial part of the consideration for and inducement to AIRSOPURE to enter into this Agreement is Your agreement to devote Your best efforts to market, sell and support Products to customers located in Your Exclusive Territory. You agree to concentrate Your marketing efforts to customers located in Your Territory, and You agree not to advertise the Products using media or publications whose primary coverage area is outside Your Exclusive Territory.', 'You will not sell or lease Products at any location other than within Your Exclusive Territory, engage in mail order sales of Products or supply Products to others for resale or lease at any other location.', 'Other AIRSOPURE franchisees will not be permitted to solicit customers for Products by advertising in Your Exclusive Territory.', 'AIRSOPURE hereby grants to You the exclusive right to solicit customers for the Products by direct mail advertising, or other approved means, but not including the World Wide Web (Internet) nor by printed catalogues, in<omitted>the Exclusive Territory described above and in Exhibit A.']",Yes,"['You covenant and agree that during the term of this Agreement, and subject to the post-termination provisions contained herein, You shall not, except as otherwise approved in writing by AIRSOPURE, either directly or indirectly:\n\nA. Divert or attempt to divert any business or customer of the Franchise to any competitor, or competing business, by direct or indirect inducement or otherwise, or do or perform, directly or indirectly, any other act injurious or prejudicial to AIRSOPURE or the goodwill associated with the Licensed Marks and Products.', 'Likewise, You may not target or solicit customers for Products by advertising in other Franchisees respective Exclusive Territories.', 'Other AIRSOPURE franchisees will not be permitted to solicit customers for Products by advertising in Your Exclusive Territory.']",Yes,"['You covenant and agree that during the term of this Agreement, and subject to the post-termination provisions contained herein, You shall not, except as otherwise approved in writing by AIRSOPURE, either directly or indirectly:<omitted>B. Employ or seek to employ any person who is at that time employed by AIRSOPURE or by another AIRSOPURE franchisee or induce such person to leave his or her employment.']",Yes,[],No,"[""If AIRSOPURE fails to notify You of its election to exercise its right of first refusal granted herein within the thirty day period, then You may sell the franchise rights and license or the stock for the amount of the bona fide offer, subject to AIRSOPURE's rights under Section 12.02 above. Any material change in the terms or conditions of any offer prior to closing shall constitute a new offer subject to AIRSOPURE's right of first refusal described herein. If You fail to consummate the transaction within 30 days from the earlier of: (a) receipt of notice from AIRSOPURE that it elects not to exercise its right of first refusal, or (b) expiration of the 15 day period referred to herein, then You must resubmit the proposed transaction to AIRSOPURE, and AIRSOPURE shall have a new 15 day review period and right of first refusal."", ""AIRSOPURE shall have the right, but not the duty, to be exercised by notice of intent to do so within 30 days after termination or expiration, to purchase any or all signs, advertising materials, supplies and inventory and any other items bearing AIRSOPURE's Licensed Marks, at Your cost or at fair market value, whichever is less."", 'AIRSOPURE shall have the option, within 15 days after receipt of such written notice, to notify You that AIRSOPURE elects to purchase the rights and license granted herein or stock ownership on the same terms and conditions as the bona fide written offer.']",Yes
"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT.PDF",['FRANCHISE AGREEMENT'],[],No,[],No,"['You must:<omitted>5.1.15 not become a Competitor, or permit your Affiliate to become a Competitor, in the upscale hotel market segment, or any substantially equivalent market segment, as determined by Smith Travel Research (""STR"") (or, if STR is no longer in existence, STR\'s successor or other such industry resource that is as equally as reputable as STR);', 'We may immediately terminate this Agreement on notice to you and without any opportunity to cure the default if:<omitted>14.2.10 you, your Affiliate or a Guarantor become a Competitor except as otherwise permitted by Subsection 5.1.15;']",Yes,"['You must:<omitted>5.1.13 not engage, directly or indirectly, in any cross-marketing or cross-promotion of the Hotel with any Other Hotel or related business, without our prior written consent. You agree to refer guests and customers, wherever reasonably possible, only to System Hotels or Network Hotels.', 'The only reservation service or system you may use for outgoing reservations referred by or from the Hotel to other Network Hotels will be the Reservation Service or other reservation services we designate;', 'You must display all material, including brochures and promotional material we provide for System Hotels and Network Hotels, and allow advertising and promotion only of System Hotels and Network Hotels on the Hotel Site, unless we specifically direct you to include advertising or promotion of Other Hotels;']",Yes,[],No,[],No,[],No,[],No
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,['FRANCHISE AGREEMENT'],[],No,"['The Franchisee will not attempt,  directly or  indirectly,  to entice or induce any employee of BKC or of an  Affiliate  of BKC or of  another  franchisee  of BKC to leave such employment,  nor to employ such employee  within six (6) months after his or her termination  of  employment  with such  employer,  except with the prior written consent of such employer.']",Yes,"['The  Franchisee  agrees,  during  the  term  of this Agreement and thereafter,  not to directly or indirectly engage in the operation of any  restaurant,  except as licensed by BKC, which utilizes or duplicates the Burger King System or any part thereof.', 'Neither the  Principals  nor the  Franchisee  shall directly or indirectly  (through  stock  ownership,  partnership,  trust,  joint venture,  management  contract,  or otherwise)  (a) have any interest in another ""Fast Food Hamburger Restaurant"" during the term of this Agreement, or (b) for a period of one ye ar after termination or expiration of this Agreement,  have any interest in another Fast Food  Hamburger  Restaurant  business at or within such distance of the Location as is stated  SCHEDULE 1.']",Yes,[],No,[],No,"['The Franchisee will not attempt,  directly or  indirectly,  to entice or induce any employee of BKC or of an  Affiliate  of BKC or of  another  franchisee  of BKC to leave such employment,  nor to employ such employee  within six (6) months after his or her termination  of  employment  with such  employer,  except with the prior written consent of such employer.']",Yes,"[""The Franchisee  will not directly or indirectly,  at any time during the term of this Agreement or thereafter,  do or cause to be done any act or thing  disputing,  attacking or in any way impairing the validity of and BKC's right,  title or interest in the Burger King Marks and the Burger King System.""]",Yes,"[""Upon termination or expiration of this  Agreement,  if the  parties  do not enter  into a  successor  Franchise Agreement  whereby the Franchisee  shall continue to be a franchisee and operate the  Franchised  Restaurant at the Location,  BKC or its designee shall have the option subject to obtaining any necessary governmental consent:\n\n                        (a)  To  purchase  the   Location   and/or  any  related equipment at fair market value, if the  Franchisee,  any of the Principals or an affiliate of the Franchisee owns the Location and/or related equipment.\n\n                        (b) If the Location is leased by the Franchisee,  any of the  Principals  or an affiliate  of the  Franchisee,  subject to obtaining  any necessary  landlord's consent, to obtain an assignment of the leasehold interest at a price equal to the fair market value of the leasehold interest."", ""BKC shall have twenty (20) business days after receipt of the notice of offer and the  furnishing of all  reasonably requested  information  within  which to notify  Franchisee  or the  owners,  as applicable, of BKC's intent to exercise its right hereunder."", 'In the event  Franchisee or the Principals  wish to accept a bona fide offer from a third party to purchase  all or substantially all of the assets constituting the Franchised  Restaurant or of the majority of the voting stock of the Franchisee,  the proposed  transferor(s) shall  give BKC  written  notice  setting  forth  the name  and  address  of the prospective  purchaser,  the  price  and  terms  of the  offer  together  with a franchisee  application  completed by the prospective  purchaser,  a copy of the Purchase and Sale Agreement,  executed by both the seller and purchaser, and all exhibits,  copies of any real estate purchase agreement or agreements,  proposed security agreements and related promissory notes, assignment documents,  and any other  information  that BKC may request in order to evaluate the offer.', ""If BKC does not exercise its option under Subparagraph 15.4.1,  Franchisee may conclude the sale to the purchaser who made the offer  provided BKC's consent to the assignment or sale be first obtained as provided below."", 'If the proposed sale includes assets of  Franchisee  not related to the  operation of  franchised  Burger King Restaurants,  BKC may, at its option,  elect to purchase only the assets related to the operation of franchised Burger King Restaurants and an equitable purchase price shall be  allocated to each asset  included in the  proposed  sale.', 'The  election by BKC not to exercise its right of first  refusal as to any offer shall not affect its right of first refusal as to any subsequent offer.', ""If the conveyance of the Principal's  interest to a party  acceptable to BKC has not taken place within the twelve (12) month period,  BKC shall have the option, to purchase the Principal's interest at fair market value."", 'Any  sale,  attempted  sale, assignment,  or other transfer of the interests described in Subparagraph 15.4.1 without  first giving BKC the right of first  refusal  described  above shall be void and of no force and effect,  and shall constitute an Event of Default under Paragraph 17.1(k).', 'BKC or its designee shall then have the prior option to purchase the interests  covered by the  offer  at the  price  and  upon the  same  terms  of the  offer.', 'Silence on the part of BKC shall constitute  rejection.']",Yes
