Filename,Document Name,Revenue/Profit Sharing,Revenue/Profit Sharing-Answer,Price Restrictions,Price Restrictions-Answer,Minimum Commitment,Minimum Commitment-Answer,Volume Restriction,Volume Restriction-Answer,Audit Rights,Audit Rights-Answer
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.PDF",['STRATEGIC ALLIANCE AGREEMENT'],[],No,[],No,[],No,[],No,[],No
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.PDF,['Collaboration Agreement'],[],No,[],No,[],No,"['Within one year following completion of all activities under the Research Plan (the ""Selection Deadline""), Anixa, in good faith consultation with OntoChem, will have the right to select up to two hundred (200) Hit Compounds (each, a ""Selected Hit Compound""), by providing OntoChem with written notice of such Selected Hit Compound(s) (the ""Selection Notice""), and each Selected Hit Compound, along with all Variants of such Selected Hit Compound referenced in the Selection Notice, is hereby designated as a ""Lead Scaffold"" under this Agreement.']",Yes,"[""These records will be available for inspection during regular business hours upon reasonable notice by Anixa, or its duly authorized representative, at Anixa's expense, for three (3) years following the end of the calendar year in which such expenses are invoiced."", ""Each Party will provide the other Party with the right to inspect such records, and upon request will provide copies of all such records, to the extent reasonably required for the exercise or performance of such other Party's rights or obligations under this Agreement, provided that any information disclosed under this Section 2.7 will be subject to the terms and conditions of Section 5.""]",Yes
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT.PDF,['COLLABORATION AGREEMENT'],[],No,[],No,[],No,[],No,[],No
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",['COLLABORATION AGREEMENT'],"['CAPSUGEL shall pay to CARDAX a royalty equal to [***] of the Adjusted Net Sales (""Royalty Payment"") within [***] after the end of [***].']",Yes,[],No,[],No,[],No,"['CARDAX has the right, upon reasonable prior notice and during normal business hours, to inspect and examine such Records.', ""CARDAX shall have the right to audit CAPSUGEL's facilities, quality systems and records from time to time upon reasonable notice and CARDAX shall have the right to have a third party accounting firm, subject to a non-disclosure agreement, audit CAPSUGEL's financials as they relate to Net Sales and Adjusted Net Sales.""]",Yes
CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement.PDF,['Cooperation Agreement'],"['The Actual Revenues of the parties arising from the Baidu promotion services in the search results pages shall be dividedproportionately, and Party A shall bear the taxes payable on its own share of revenues:\n\n  (1) The address bar, search bar, homepage/blank page of Cheetah Browser shall use Baidu Search as default search engineservice;\n\n  (2) The default traffic shall mean the default traffic of the website address site and the traffic of the Cheetah Browser;\n\n  (3) The monthly average daily non-default traffic shall not exceed the default traffic. If it does, then the traffic in excess willnot form part of the basis for calculating the share of revenues;\n\n  (4) If the default traffic is lower than ***, the share of revenues for the non-default traffic is ***%, and the share of revenuesfor the default traffic is ***%;\n\n  (5) If the default traffic is more than ***, the share of revenues for the non-default traffic is ***%, and the share of revenuesfor the default traffic is ***%;\n\n  (6) If the default traffic is more than ***, the share of revenues for the non-default traffic is ***%, and the share of revenuesfor the default traffic is ***%;<omitted>(7) If the default traffic is more than ***, the share of revenues for the non-default traffic is ***%, and the share of revenuesfor the default traffic is ***%;\n\n  (8) If the default traffic is more than ***, the share of revenues for the non-default traffic is ***%, and the share of revenuesfor the default traffic is ***%; and\n\n  (9) If the default traffic is more than ***, the share of revenues for the non-default traffic is ***%, and the share of revenuesfor the default traffic is ***%.']",Yes,[],No,[],No,[],No,[],No
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.PDF",['Cooperation Agreement ('],[],No,[],No,[],No,[],No,[],No
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,"['COLLABORATION AGREEMENT (""A']","[""As reimbursement and payment for FG's historical and ongoing research and development expenditures with respect to pre-clinical and clinical development of Lead Compounds and as payment for the successful marketing and sales of the Lead Compound(s), Astellas agrees to make the following non-refundable, non-creditable (except as set forth in Section 14.3 below) reimbursement payments to FG upon the first occurrence of the Event specified below.   EVENT   AMOUNT Upon receipt of [ * ] aggregate annual Net Sales achieved for the first time in the Astellas Territory for all indications and Lead Compounds by Astellas and its Affiliates and Sublicensees.   U.S. [ * ]""]",Yes,[],No,"[""In the event generic equivalents has captured the [ * ] of the quantity of Lead Compound sold by Astellas during the [ * ] preceding such termination calculated on a annual basis; or in the event, after the entry into the market of generic equivalents, that Astellas' annual sales fall below $[ * ] for all Lead Compounds, Astellas may terminate this Agreement upon [ * ] written notice to FG; provided, that Astellas does not Commercialize any Lead Compound after such termination until the expiration of the last to expire FG Patents applicable to such Lead Compound.""]",Yes,[],No,"[""Such inspection and audit shall be conducted at Astellas' sole cost and expense in a manner so as to minimize disruption of FG's, or its subcontractor's or Sublicensee's, business operations. FG shall, within [ * ] after FG's receipt of written notice from Astellas detailing any deficiencies which may be noted in any such audit which relate to the Relevant Standards use good faith efforts to remedy such deficiencies, and submit a plan to the Astellas outlining steps proposed to be taken."", 'Upon [ * ] days advance notice or such shorter time period as may be required in order to meet any regulatory requirements, each party shall allow the other party to have access to all records, materials and data generated by or on behalf of such party with respect to each Lead Compound for applications within the Field at reasonable times, in a reasonable manner and, upon request, to the extent required under Article 7 hereof.', 'Inspections conducted under this Section 10.5 shall be at the expense of the Inspecting Party.', ""The parties will endeavor to minimize disruption of the Inspected Party's normal business activities to the extent reasonably practicable."", 'Such records will be open for inspection at the principal place of business of each party (the ""Inspected Party"") during such [ * ] period by an independent auditor chosen by the other party (the ""Inspecting Party"") and reasonably acceptable to the Inspected Party for the purpose of verifying the amounts payable by Astellas to FG hereunder or the accuracy of the [ * ] Percentage and/or Fully Burdened Costs.', 'Astellas shall have the right, upon reasonable advance notice and during regular business hours, to inspect and audit, either by itself or through its Affiliates or consultants, the facilities (including any facilities of sub-contractors) being used by FG for production of the Lead Compound to assure compliance with applicable laws, rules and regulations, including, without limitation, Japanese regulatory standards and FG quality control procedures (""Relevant Standards""). FG shall also reasonably comply with inspection<omitted>requests of the Japanese Ministry of Health, Labor & Welfare.', 'The independent auditor retained by the Inspecting Party shall be obligated to execute a reasonable confidentiality agreement with the Inspected Party prior to commencing any such inspection, which, among other customary clauses, contains the provisions to the effect that such auditor shall not disclose to the Inspecting Party any information other than as necessary to accomplish the purpose of the inspection.', 'Such books and records shall be kept for at least [ * ] following the end of the calendar quarter to which they pertain.', 'Any books of accounts or records shall not be inspected more than once.', 'Such inspections may be made no more than once each calendar year, at reasonable times and on reasonable notice.']",Yes
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",['Cooperation Agreement'],[],No,[],No,[],No,[],No,[],No
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,['COOPERATION AGREEMENT'],[],No,[],No,[],No,[],No,[],No
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,['INTERNET CHANNEL COOPERATION AGREEMENT'],[],No,[],No,[],No,[],No,[],No
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",['COOPERATION AGREEMENT'],[],No,[],No,[],No,[],No,[],No
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,['Cooperation Agreement'],[],No,[],No,"[""For two (2) years following the Effective Time, QIWI covenants that at least one half of the total transactions processed by the Contact money transfer system during such two-year period shall be settled through PJSC Khanty-Mansiysk Bank Otkritie, provided that QIWI may terminate its obligation under this Clause 4.1 at any time, in which case it shall pay to Otkritie a fee equal to the demonstrated costs incurred by Otkritie for such period starting from 1 September 2014, until the date of termination of QIWI's obligations under this Clause 4.1 in connection with (i) the transfer of settlement bank function to PJSC Khanty-Mansiysk Bank Otkritie ; and (ii) supporting the settlement bank functionality for the Contact money transfer system, provided further that such fee shall in no event exceed RUB 50 000 000 (fifty million roubles).""]",Yes,[],No,[],No
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.PDF",['Cooperation Agreement'],[],No,[],No,[],No,[],No,[],No
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.PDF",['Cooperation Agreement'],[],No,[],No,[],No,[],No,[],No
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.PDF,['COOPERATION AGREEMENT'],"['STW shall pay COFS a seventeen percent (17%) royalty of the price STW receives per 1,000 gallons of CRA water produced from the Property and sold.', 'STW shall pay COFS a seven percent (7%) royalty of the price STW receives per 1,000 gallons of CRA water produced from other properties within Pecos County and sold as consideration for the rights provided by COFS to STW under this subsection.']",Yes,[],No,"['For purposes of this section, the Post-Well Study must show that the Existing CRA Well or Replacement CRA Well can produce CRA water at a minimum of 1,200 GPM or more or a combination of 1,200 GPM from one or more wells on the Property in order for STW to proceed with the obligations set forth in this section (""Critical Criterion"").', 'The Post-Well Study shall provide information on the feasibility of developing a water well field in that location that would produce water from the CRA for: (a) the availability of a minimum 1,200 gallons per minute (""GPM"") per day CRA water production for STW, its successors or assignees, to sell to communities and users within a 500-mile radius outside of COFS (the ""Permitted Sale Water"") during the Term, with the further requirement that STW would be responsible for the pipelines and pumping facilities required to transport the Permitted Sale Water to the intended end-users; and that all such water obtained from the Existing CRA Well contains acceptable levels of Total Dissolved Solids (""TDS"") to meet municipal use standards. I']",Yes,[],No,['allow COFS or its authorized representatives to enter upon the premises at reasonable times to be arranged in advance of entry'],Yes
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.PDF,['COOPERATION AGREEMENT'],[],No,[],No,[],No,[],No,[],No
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",['COLLABORATION AGREEMENT'],"['In addition to the royalty provided in Article 4.2, CERES agrees to pay a royalty on NET SALES of the LICENSED VARIETY equal to the  royalty due, on the basis of the Convention on Biological Diversity, by IGER to the country or countries where the material on which the  LICENSED VARIETY is based has been collected, up to a maximum of [***] percent ([***]%) of NET SALES, and an equivalent additional royalty  on LICENSE INCOME to be determined.', ""Unless otherwise agreed by the Parties, IGER shall pay royalties to CERES under its non-exclusive right set forth in Article 5.2.1 at a rate  equal to one half of the royalty rate in CERES' exclusive license agreement for the same RELEASED VARIETY, and CERES shall pay royalties at  the same rate to IGER for sales by CERES, its AFFILIATED COMPANIES or licensees in the United Kingdom.""]",Yes,[],No,[],No,[],No,"['All such records shall be subject to inspection by an independent auditor designated by CERES and reasonably  acceptable to IGER within normal business hours with at least fourteen (14) days notice.', 'Each Party will have the  right, upon reasonable notice to the other Party, to visit any location where RESEARCH PROJECT activities are conducted for the purposes of  evaluating RESEARCH PROJECT progress and outcomes, and particularly to make observations of any plants in growth chambers, greenhouses  or fields that are a part of a RESEARCH<omitted>PROJECT.', ""Each Party will comply with any reasonable safety and security measures which may be imposed by the other Party when visiting such  other Party's location."", 'CERES shall allow an independent auditor, reasonably acceptable to CERES, appointed by and paid for by IGER to inspect the records of  CERES and any AFFILIATED COMPANY pertaining to the LICENSED VARIETY for the exclusive purpose of verifying the accuracy of the  reports provided.']",Yes
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.PDF",['INTELLECTUAL PROPERTY AGREEMENT'],[],No,[],No,[],No,[],No,"['From and after the Closing Date, Equifax and Certegy shall each, and shall cause each member of its Group to, afford the other and its accountants, counsel and other designated Representatives reasonable access (including using reasonable efforts to give access to person or firms possessing such information) and duplicating rights during normal business hours to all records, books, contracts, instruments, computer data and other data and information in its possession relating to the assets, Liabilities, Licensed Materials, business and affairs of the other (other than data and information subject to any attorney/client or other privilege), insofar as such<omitted>access is reasonably required by the other, including without limitation, for audit, accounting and litigation purposes.']",Yes
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF",['INTELLECTUAL PROPERTY AGREEMENT'],[],No,[],No,"['Logo Size: The minimum logo size is 1"" or 25mm.', 'In digital formats, the minimum width is 100 pixels at 72 dpi.']",Yes,[],No,[],No
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..PDF",['Intellectual Property Agreement'],[],No,[],No,[],No,[],No,"[""PURCHASER allows SONY to audit PURCHASER's manufacture and testing of SRAM Products for purposes of  determining the quality of those SRAM Products that bear a marking which indicates a connection to SONY from time to time upon reasonable  request, subject to SONY's execution of a standard PURCHASER confidentiality agreement""]",Yes
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.PDF",['INTELLECTUAL PROPERTY AGREEMENT'],[],No,[],No,[],No,[],No,[],No
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.PDF,['Intellectual Property Agreement'],[],No,[],No,[],No,[],No,[],No
MSCIINC_02_28_2008-EX-10.10-.PDF,['Intellectual Property Agreement'],[],No,[],No,[],No,[],No,[],No
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.PDF",['INTELLECTUAL PROPERTY AGREEMENT'],[],No,[],No,[],No,[],No,[],No
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.PDF,['INTELLECTUAL PROPERTY AGREEMENT'],[],No,[],No,[],No,[],No,[],No
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF,['INTELLECTUAL PROPERTY AGREEMENT'],[],No,[],No,[],No,[],No,[],No
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,['Distributor Agreement'],[],No,[],No,[],No,['Airspan shall provide a single technical course in the English language for up to two (2) qualified technicians of Distributor during the first year of this Agreement.'],Yes,"['For at least two (2) years after termination of this Agreement,      Distributor will maintain its records, contracts, and accounts relating to      distribution of Airspan Products, and will permit examination thereof by      authorized representatives of Airspan at all reasonable times.']",Yes
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.PDF,['Multiple LINAC and Multi-Modality Distributor Agreement'],[],No,[],No,[],No,[],No,[],No
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,['DISTRIBUTOR AGREEMENT'],[],No,[],No,"['*Minimum order of 1,000 Units']",Yes,[],No,[],No
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,['DISTRIBUTOR AGREEMENT'],"['Subject to the mutual agreement of Vendor and Distributor, in the event that Vendor provides a new sales lead to Distributor that results in the sale of the Products, Distributor shall pay to Vendor a commission equal to twenty-five percent (25%) of the gross profit for the Products, where gross profit shall mean the difference between the price paid by the customer (where Distributor will determine the customer price for the Products on a case by case basis) and the price paid by Distributor for the Products.']",Yes,[],No,[],No,[],No,[],No
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.PDF",['DISTRIBUTOR AGREEMENT'],[],No,[],No,[],No,[],No,"[""Tripath may have an authorized Tripath representative, at Tripath's cost, audit Distributor's records relating to sales and inventories of Products, including, without limitation, records pertaining to any claims submitted by Distributor for price protection, stock rotation, returned Products, ship from stock and debit, DPA allowances, and credit requests.""]",Yes
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,['DISTRIBUTOR AGREEMENT'],[],No,[],No,"['Section A.3 As a Full Service Master Distributor, Distributor agrees to sign up a minimum of 10 new WatchGuard resellers in the Territory within the Initial Term of the Agreement.', 'During the Term, Distributor will make Gross      Purchases in an amount at least equal to the cumulative Guaranteed Minimum      Purchase amounts through committed orders placed pursuant to paragraph 3.5      and calling for shipment on or before the dates set forth in Exhibit A.', 'Failure to Make Guaranteed Minimum Purchases. Upon any failure by      Distributor to make Gross Purchases in sufficient amounts to meet or exceed      the applicable cumulative Guaranteed Minimum Purchases, WGT may, at its      sole option and effective upon notice to Distributor, terminate this      Agreement. Distributor shall pay WGT fifty percent (50%) of the unpaid      balance of cumulative Guaranteed Minimum Purchase amounts as liquidated      damages.']",Yes,[],No,"[""Upon WGT's request, Distributor will      provide access to such records for examination, reproduction, and audit by      WGT or its representatives. Any such audit will be conducted at such times      and in such a manner so as not to unreasonably interfere with Distributor's      normal operations.""]",Yes
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.PDF,['EXCLUSIVE DISTRIBUTOR AGREEMENT'],"['Software license fees associated with Software license agreements in which the sales cycle begins on or after May 1, 1994 (hereinafter ""New Software license agreements"") for Product sites located in the Territory, shall be allocated and distributed as follows:\n\n              Gross Software Revenue Generated     % to Distributor                  --------------------------------     ----------------                  Per Annum July 1- June 30\n\n              US$O -- $999,999                          40%                  US$1,O00,000 +                            50%', 'License Renewal and Maintenance Fees will be split evenIy with 50% distributed to Developer and 50% distributed to Distributor, also subject to paragraph 4 of this section 2.3.']",Yes,[],No,"[""Developer may cancel this Agreement if the total gross annual software revenue does not meet DeVeloper's revenue forecast for the Distributor, such cancellation to be eftected by written notice delivered to Distributor not later than 30 days after any Developer's Fiscal Year end (June 30).""]",Yes,[],No,"[""Upon reasonable notice to Distributor, Distributor shall make such books and records available to Developer, at Distributor's place of business during normal business hours, to audit the payments being made by Distributor hereunder.""]",Yes
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF",['EXCLUSIVE DISTRIBUTOR AGREEMENT'],[],No,[],No,['ENVISION will provide SIERRA with demand projections          for the  Product and SIERRA will  produce  enough  Product to meet such          demand projections.'],Yes,[],No,[],No
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.PDF,['Distributor Agreement'],[],No,[],No,"['The Distributor agrees to purchase from Lucid minimum agreed quantity of product in the first, second and third years of the Agreement, excluding  demonstration product.', 'The Distributor will employ as a minimum one full-time Lucid dedicated Product Manager sales professional, giving one hundred per cent of  their time to the promotion and sale of Lucid products.']",Yes,[],No,[],No
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,['DISTRIBUTOR AGREEMENT'],[],No,"[""The Company  also  reserves  the right to                            increase  or  decrease  the price  per unit  based on                            Company   wide   changes   in  unit   prices  to  all                            distributors of the Company,  provided however,  that                            any price changes, other than those based on the CPI,                            shall be uniformly applied to all distributors of the                            Products   and  shall   reasonably   applied  to  all                            distributors  of the  Products  and shall  reasonably                            reflect Company's costs of manufacturing the Products                            and/or  market  demand  for  the  Products,  provided                            further  than any increase in price based upon market                            demand   shall   not  be  so  great  as  to   deprive                            Distributor  of  its  normal  and  customary   profit                            margin."", 'The prices set forth in                            Section   2.4(a)  shall  be  subject  to   adjustment                            annually  on the  first  day  of  each  Product  Year                            beginning in the calendar  year 2000 and on the first                            day of each succeeding Product Year for the remainder                            of the Term and all  renewals  of this  Agreement  in                            proportion   to  the  increase  or  decrease  in  the                            Consumer  Price Index (CPI) as compared to the CPI as                            it  existed  on the  first  day of the  Term  of this                            Agreement.']",Yes,"['A minimum of a $250,000.00  purchase  order  must be  received  by Company by the first of each month for a total (12) month  period.', 'In                            order  to  maintain  the  exclusive  rights  to sell,                            lease, distribute and service Products in the Market,                            the Distributor must use all commercially  reasonably                            efforts to purchase for sale to  subdistributors  the                            following minimum quantities of the Products from the                            Company:\n\n         On the  commencement of the Term  Distributor will issue to the Company an  irrevocable  letter of credit (""LC"") in the amount of Five Hundred  Thousand Dollars  ($500,000),  the form of which is  attached  hereto  as  Exhibit  A and incorporated  herein by reference.', ""Company's representatives will                            make themselves available three days per month in the                            first   Product   Year  to  consult  with  and  train                            Distributor."", ""If the  Distributor  shall fail to purchase the minimum number of units in any year, the  Distributor's  exclusive rights to sell and distribute the Product in the Market,  may at Company's sole option, be reevaluated."", '(A)    375 units in the first Product Year (1999)\n\n                  (B)    750 units in the next succeeding Product Year; (2000)\n\n                  (C)    937 units in the next succeeding Product Year; (2001)\n\n                  (D)    1,171 units in the next succeeding Product Year; (2002)\n\n                  (E)    1,463 units in the next succeeding Product Year; (2003)\n\n                  (F)    1,828 units in the next succeeding Product Year; (2004)\n\n                  (G)    2,285 units in the next succeeding Product Year; (2005)\n\n                  (H)    2,856  unit each in the lat  three  years of                          the initial Term of this  Agreement  and any                          renewals thereof.']",Yes,[],No,[],No
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.PDF,['DISTRIBUTOR AGREEMENT'],[],No,[],No,['DISTRIBUTOR agrees to satisfy the annual and quarterly sale targets for          the Products set forth in Appendix 3 herein as mutually agreed to by          the parties hereof.'],Yes,[],No,[],No
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,['DISTRIBUTOR AGREEMENT'],"[""For all referrals under Section 6.1, except where NTC has evidence that it referral the customer (including its affiliates) to ALFA AESAR to purchase a prior sample of the Product in question, or where NTC has made sales to the customer (including its affiliates) referred to NTC by ALFA AESAR within a period of twelve (12) months before ALFA AESAR's referral under Section 6.1, NTC shall pay ALFA AESAR a commission at the rate of [***] on the Net Sales made to each such customer so referred to NTC under Section 6.""]",Yes,[],No,"[""NTC will provide training to ALFA AESAR's personnel on ALFA AESAR's premises as reasonably necessary, but no less than once annually, at mutually agreed upon times and dates to provide ALFA AESAR's sales and service personnel with adequate knowledge with respect to the Products.""]",Yes,[],No,"[""Within twelve (12) months after the date this Agreement has been terminated by the parties, ALFA AESAR may engage an independent certified public accounting firm reasonably acceptable to NTC to audit the NTC invoices and accounting records pertaining to those customers identified as referrals under Section 6.1 at NTC's offices during normal business hours by providing thirty (30) days advance notice of such audit for the purpose of determining the accuracy of the commissions paid or payable to ALFA AESAR hereunder.""]",Yes
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.PDF",['DISTRIBUTOR AGREEMENT'],[],No,[],No,"['COMWARE must purchase no less than $22,710.00 worth of Products, in any        combination,  by April 15, 2000.', 'COMWARE must purchase order a minimum      of $4,200 worth of Products per month during the Renewal Period TO maintain      the terms and conditions of this  Agreement.', 'In the event COMWARE does not      meet these minimum purchase requirements, this Agreement will automatically      and  immediately  terminate and neither of the parties hereto will have any      further obligations, one to the other.', 'In the event COMWARE  purchases an amount less than      $45,420.00, than this Agreement will automatically terminate.']",Yes,[],No,[],No
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",['DISTRIBUTOR AGREEMENT'],"['Power2Ship will pay WLI 10% of any activation commissions (""Unit Commissions""), if any, it receives as a result of any Unit activated on a specific wireless network.']",Yes,[],No,"['Notwithstanding the foregoing, Power2Ship is obligated to pay the License Fee to WLI for a minimum of 36 months.', 'Once the monthly License Fee for a particular Unit has started, it will continue for a minimum of 36 consecutive months with the only exception being that should Power2Ship uninstall a particular Unit from one customer and install it at another customer, Power2Ship is permitted to suspend the monthly License Fee for that particular Unit for a maximum of 2 months during the life of this Agreement.']",Yes,[],No,"[""WLI, at its own discretion, may visit Power2Ship's warehouse at normal business hours to verify the actual number of Units in inventory and/or the number of Units suspended."", ""Said examination shall be at WLI's sole cost and expense during normal business hours and upon reasonable notice, and may not be conducted more than once annually; provided, however,                                                           --------  ------- that if such audit reveals an underpayment by Power2Ship of more than 10% for the period audited, Power2Ship shall pay WLI's actual costs and expenses for performing such audit.""]",Yes
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,['Transportation Agreement'],[],No,[],No,"[""In the event Shipper's inventory balance drops below its pro rata part of the volume of Crude Petroleum necessary for pipeline fill, unavailable stocks below tank connections, and reasonable additional minimum quantities required for the efficient operation of the system, then Transporter will require Shipper to provide the necessary volume to meet its pro rata part of such volume of Crude Petroleum.""]",Yes,"['If during any monthly accounting period, the weighted average of the BS&W on all meter tickets covering Crude Petroleum delivered to Transporter by Shipper reflects a water, sediment and other impurities content which exceeds 1%, Shipper shall pay to Transporter a handling charge as specified in the table in Exhibit A on such excess water, sediment, and other impurities to cover the treating, separation and other aspects of handling such excess water, sediment and other impurities delivered to Transporter.', 'The present maximum operating pressure at all reception points is 1440 psig.', ""Transporter reserves the right to reject any and all shipments of: (i) Crude Petroleum delivered by Shipper to Transporter whose gravity, viscosity, and/or other characteristics are such that it is not readily susceptible to transportation through the Transporter's existing facilities and it will damage the quality of other shipments or cause disadvantage to other shippers and/or the Transporter; (ii) Crude Petroleum containing water, sediment and other impurities totaling in excess of one per cent as determined by centrifugal test, or by such other tests as may be agreed upon by the Shipper and Transporter; or (iii) Crude Petroleum where Shipper has failed to comply with all applicable laws, rules, and regulations made by any governmental authorities regarding shipment of Crude Petroleum."", ""Shipper's injection pressure shall be maintained within this stated maximum limit and shall conform, as near as possible, to the hydraulic gradient."", 'Pumping equipment shall be controlled and operated so that the hourly rate at which Crude Petroleum is injected during each month shall not exceed 120% of the average hourly volume nominated and accepted for shipment during the current calendar month.']",Yes,[],No
